transaction_id,customer_age,account_age_days,transaction_amount,hour_of_day,day_of_week,merchant_category,transaction_type,channel,international,country_match,device_trusted,previous_failed_attempts,transactions_last_24h,avg_amount_30d,amount_to_avg_ratio,distance_from_home_km,card_present,is_fraud
TXN000998,41,1034,9.52,17,Tuesday,fuel,purchase,atm,1,0,1,0,4,22.39,0.4253,139.57,0,0
TXN000999,41,1277,25.91,15,Sunday,fuel,purchase,mobile_app,0,1,1,0,5,25.33,1.0228,22.23,0,0
TXN001000,50,907,15.26,9,Saturday,grocery,bill_payment,mobile_app,0,1,1,0,8,36.61,0.4168,49.17,0,0
TXN001001,38,2055,54.96,15,Friday,grocery,purchase,web,0,1,1,1,8,24.58,2.2357,68.52,0,0
TXN001002,30,628,479.67,22,Tuesday,grocery,transfer,mobile_app,0,1,0,0,8,70.74,6.7804,7.78,0,0
TXN001003,34,923,18.04,22,Thursday,digital_goods,transfer,web,0,1,1,0,1,13.39,1.3478,24.09,0,0
TXN001004,47,240,8.21,18,Saturday,electronics,purchase,web,0,1,1,0,4,13.63,0.6022,25.26,0,0
TXN001005,39,386,5.13,14,Saturday,travel,purchase,mobile_app,0,1,1,0,5,33.43,0.1535,14.56,1,0
TXN001006,43,480,10.6,0,Friday,fuel,purchase,pos,0,1,1,0,10,37.47,0.2829,49.84,1,0
TXN001007,48,707,43.47,12,Thursday,fuel,purchase,atm,0,1,1,1,7,14.92,2.9139,26.16,1,0
TXN001008,34,276,12.46,19,Friday,restaurant,purchase,web,0,1,1,1,3,27.47,0.4534,5.45,0,0
TXN001009,49,1199,23.2,20,Thursday,grocery,purchase,pos,0,1,1,0,6,31.86,0.7283,18.96,1,0
TXN001010,44,447,48.85,18,Wednesday,restaurant,transfer,mobile_app,0,1,1,0,10,32.03,1.5248,43.46,0,0
TXN001011,23,2911,131.18,23,Monday,fashion,purchase,mobile_app,0,1,1,0,9,47.43,2.7656,6.31,0,0
TXN001012,58,460,21.76,12,Monday,electronics,cash_withdrawal,mobile_app,1,1,1,0,4,26.41,0.8239,181.48,0,0
TXN001013,32,858,87.59,2,Saturday,fashion,purchase,web,0,1,1,0,8,123.23,0.7108,22.57,0,0
TXN001014,18,784,60.53,11,Monday,grocery,purchase,mobile_app,0,1,1,0,12,60.43,1.0016,26.2,0,0
TXN001015,25,359,14.4,7,Monday,digital_goods,purchase,pos,0,1,1,2,5,23.78,0.6054,38.6,0,0
TXN001016,26,709,28.64,20,Sunday,healthcare,purchase,mobile_app,0,1,1,0,4,45.52,0.6293,12.64,1,0
TXN001017,40,703,59.49,18,Friday,grocery,purchase,web,0,1,1,0,8,46.49,1.2796,77.64,1,0
TXN001018,35,1446,110.83,10,Monday,restaurant,purchase,web,0,1,1,0,4,101.96,1.087,29.04,0,0
TXN001019,35,1060,121.81,9,Wednesday,restaurant,transfer,mobile_app,0,1,0,0,9,27.6,4.4139,95.73,0,0
TXN001020,47,1187,96.4,3,Saturday,digital_goods,transfer,atm,1,0,1,0,5,73.88,1.3047,265.19,1,1
TXN001021,43,1426,95.48,1,Wednesday,restaurant,purchase,atm,0,1,1,1,12,43.82,2.1789,34.01,1,0
TXN001022,43,1200,54.74,7,Thursday,fuel,transfer,pos,0,1,1,2,8,124.45,0.4398,0.2,0,1
TXN001023,44,955,149.54,5,Thursday,electronics,bill_payment,web,0,1,1,0,3,107.71,1.3883,82.65,1,0
TXN001024,47,477,27.7,6,Tuesday,grocery,purchase,web,0,1,1,0,8,49.0,0.5652,30.25,0,0
TXN001025,18,914,44.52,23,Saturday,fashion,bill_payment,web,0,0,1,0,5,35.2,1.2646,14.69,0,0
TXN001026,34,409,95.63,16,Monday,fuel,purchase,atm,1,1,0,0,6,61.24,1.5616,85.39,1,0
TXN001027,18,748,36.82,13,Thursday,digital_goods,cash_withdrawal,mobile_app,0,1,0,0,7,37.34,0.986,30.8,0,0
TXN001028,39,680,767.47,4,Tuesday,digital_goods,purchase,web,0,1,1,0,4,142.57,5.3832,13.07,0,0
TXN001029,39,712,119.66,20,Monday,fuel,transfer,mobile_app,0,1,0,0,8,44.99,2.6595,47.93,0,0
TXN001030,53,279,70.5,15,Tuesday,restaurant,transfer,atm,0,1,1,0,7,31.75,2.2202,75.64,0,0
TXN001031,54,38,50.37,12,Saturday,digital_goods,bill_payment,mobile_app,0,1,1,2,7,30.54,1.6492,26.68,0,0
TXN001032,42,591,60.11,11,Tuesday,digital_goods,bill_payment,pos,0,1,1,0,5,17.75,3.3859,42.63,1,0
TXN001033,32,1645,21.46,13,Tuesday,digital_goods,purchase,mobile_app,0,1,1,0,8,63.48,0.338,17.05,0,0
TXN001034,45,849,60.11,20,Monday,healthcare,cash_withdrawal,mobile_app,0,1,0,0,5,23.56,2.5513,0.95,0,0
TXN001035,32,1569,43.68,17,Saturday,restaurant,purchase,mobile_app,0,1,0,1,4,93.75,0.4659,32.68,0,0
TXN001036,39,411,10.62,11,Thursday,fashion,purchase,mobile_app,0,1,0,0,3,16.76,0.6336,39.85,0,0
TXN001037,52,570,66.41,16,Sunday,fuel,purchase,mobile_app,0,1,1,1,6,46.6,1.425,17.34,0,0
TXN001038,32,3020,225.0,22,Friday,grocery,bill_payment,atm,0,1,1,1,8,97.34,2.3116,3.47,1,0
TXN001039,49,431,3.74,7,Thursday,fuel,cash_withdrawal,mobile_app,0,0,1,0,5,9.03,0.4145,12.96,0,0
TXN001040,48,1172,119.6,21,Friday,restaurant,purchase,mobile_app,0,1,1,1,6,181.84,0.6577,31.25,0,0
TXN001041,27,1171,31.95,14,Monday,restaurant,bill_payment,mobile_app,0,1,0,0,4,31.31,1.0204,16.73,0,0
TXN001042,52,1087,39.15,4,Sunday,grocery,transfer,mobile_app,0,1,1,0,2,47.07,0.8318,18.96,0,0
TXN001043,48,1182,112.88,23,Sunday,fashion,purchase,pos,0,1,1,0,8,64.16,1.7593,67.53,1,0
TXN001044,40,426,809.71,16,Tuesday,fashion,purchase,mobile_app,0,1,1,0,6,71.72,11.2894,29.94,0,1
TXN001045,29,613,66.63,9,Friday,restaurant,cash_withdrawal,pos,0,1,1,0,4,51.79,1.2865,91.36,1,0
TXN001046,28,55,48.85,5,Tuesday,grocery,cash_withdrawal,web,0,1,1,0,6,87.19,0.5603,5.0,0,0
TXN001047,32,2011,23.11,21,Thursday,restaurant,purchase,web,0,1,1,0,9,61.79,0.374,3.68,0,1
TXN001048,46,1177,113.71,19,Saturday,grocery,purchase,pos,0,1,1,0,6,151.08,0.7526,37.36,1,0
TXN001049,27,481,29.94,1,Sunday,travel,purchase,mobile_app,0,1,0,0,10,61.93,0.4834,52.56,0,0
TXN001050,45,415,233.03,15,Wednesday,travel,purchase,pos,0,1,1,1,6,174.96,1.3319,36.04,0,0
TXN001051,23,1663,107.15,2,Friday,digital_goods,purchase,web,0,1,1,0,6,81.35,1.3171,107.81,0,0
TXN001052,36,455,7.9,7,Friday,restaurant,purchase,mobile_app,0,1,1,0,14,11.59,0.6815,69.81,0,0
TXN001053,40,479,1106.73,13,Tuesday,fuel,purchase,pos,0,1,1,0,4,278.66,3.9716,56.27,1,0
TXN001054,71,346,15.75,5,Friday,digital_goods,cash_withdrawal,mobile_app,0,1,1,0,6,28.12,0.5602,10.89,0,0
TXN001055,21,1326,108.94,12,Friday,restaurant,purchase,pos,0,1,0,1,4,124.81,0.8729,9.75,1,0
TXN001056,58,1554,65.33,10,Saturday,digital_goods,purchase,pos,0,1,1,1,3,43.35,1.5071,58.07,1,0
TXN001057,41,683,165.05,13,Sunday,grocery,purchase,mobile_app,0,1,0,2,11,91.28,1.8081,18.77,0,0
TXN001058,44,1560,61.82,19,Monday,travel,bill_payment,mobile_app,1,1,1,0,6,25.9,2.3866,99.43,0,0
TXN001059,41,1026,86.41,3,Tuesday,grocery,purchase,pos,1,0,1,0,4,66.72,1.295,186.6,0,1
TXN001060,45,329,71.83,19,Tuesday,restaurant,purchase,mobile_app,0,1,1,0,7,35.44,2.0272,2.8,0,0
TXN001061,37,1920,78.1,5,Tuesday,healthcare,purchase,atm,1,1,1,0,4,132.54,0.5893,320.97,1,0
TXN001062,58,343,107.43,0,Thursday,fuel,cash_withdrawal,mobile_app,0,1,1,0,9,58.31,1.8423,13.28,0,0
TXN001063,33,719,152.21,10,Sunday,fuel,purchase,mobile_app,0,1,1,1,5,83.42,1.8247,1.24,0,0
TXN001064,54,684,25.31,7,Thursday,electronics,purchase,web,1,0,1,0,8,8.95,2.8272,140.55,0,0
TXN001065,31,599,11.44,4,Friday,healthcare,transfer,pos,0,1,1,1,3,39.98,0.2861,45.95,1,0
TXN001066,38,134,28.29,10,Wednesday,restaurant,transfer,atm,0,1,1,1,3,57.15,0.495,40.52,1,0
TXN001067,25,2636,85.94,20,Wednesday,electronics,purchase,web,0,1,1,0,5,49.95,1.7206,48.12,0,0
TXN001068,45,154,11.98,14,Saturday,healthcare,purchase,mobile_app,0,1,1,0,7,84.95,0.141,5.98,0,0
TXN001069,58,1996,44.29,17,Friday,restaurant,bill_payment,web,1,1,1,1,6,32.67,1.3556,202.66,0,0
TXN001070,38,403,89.85,3,Wednesday,travel,bill_payment,mobile_app,0,1,1,1,5,44.04,2.0402,5.0,0,0
TXN001071,36,516,62.52,1,Sunday,grocery,cash_withdrawal,mobile_app,0,1,1,0,7,99.53,0.6281,35.79,0,0
TXN001072,25,1873,5.75,8,Thursday,grocery,transfer,mobile_app,0,0,1,0,5,8.24,0.6979,22.23,0,0
TXN001073,36,1101,28.53,18,Tuesday,digital_goods,transfer,web,0,1,1,0,4,65.0,0.4389,19.63,0,0
TXN001074,18,247,21.85,21,Thursday,restaurant,bill_payment,mobile_app,0,1,1,0,5,33.43,0.6534,11.56,0,0
TXN001075,27,243,14.71,2,Friday,healthcare,purchase,mobile_app,1,0,1,0,7,22.05,0.6672,149.85,0,0
TXN001076,42,994,31.52,11,Wednesday,grocery,bill_payment,atm,0,1,1,0,3,54.18,0.5818,26.93,1,0
TXN001077,56,338,57.55,9,Saturday,fuel,cash_withdrawal,mobile_app,0,1,1,0,8,102.9,0.5593,2.14,0,0
TXN001078,76,1136,70.32,17,Thursday,fashion,purchase,pos,0,1,1,1,2,89.85,0.7826,94.15,1,0
TXN001079,31,1214,29.93,4,Thursday,fuel,purchase,mobile_app,0,1,1,0,6,38.58,0.7758,85.09,1,0
TXN001080,58,439,292.92,11,Saturday,restaurant,purchase,mobile_app,0,1,1,0,3,79.88,3.667,17.69,0,0
TXN001081,42,538,56.89,20,Thursday,fuel,transfer,pos,0,1,0,0,5,79.44,0.7162,8.22,1,0
TXN001082,37,1017,48.66,11,Wednesday,fuel,cash_withdrawal,web,0,1,1,0,5,39.93,1.2187,15.76,0,0
TXN001083,45,423,16.21,18,Monday,digital_goods,purchase,pos,0,1,1,1,5,25.82,0.6279,13.28,1,0
TXN001084,40,850,16.75,14,Wednesday,travel,purchase,web,0,1,1,2,9,26.91,0.6222,59.43,0,1
TXN001085,40,3134,21.67,14,Wednesday,restaurant,purchase,mobile_app,1,0,1,0,3,77.73,0.2788,218.96,0,0
TXN001086,34,1050,12.66,6,Tuesday,fuel,purchase,atm,0,1,1,0,10,41.25,0.3069,29.2,1,0
TXN001087,21,605,7.99,23,Friday,electronics,purchase,web,0,1,1,0,5,20.02,0.3989,17.0,0,0
TXN001088,19,2805,13.72,5,Tuesday,grocery,cash_withdrawal,web,0,1,1,0,4,12.64,1.0857,28.31,0,0
TXN001089,47,1388,159.77,22,Tuesday,healthcare,purchase,mobile_app,0,1,1,0,6,77.39,2.0644,46.66,0,0
TXN001090,35,345,7.54,23,Friday,grocery,purchase,mobile_app,0,1,1,0,8,28.68,0.2628,5.13,0,0
TXN001091,31,402,34.55,12,Tuesday,electronics,purchase,mobile_app,0,1,0,0,6,53.94,0.6406,22.9,0,0
TXN001092,39,173,36.91,20,Friday,fuel,purchase,pos,0,1,0,0,5,103.81,0.3555,56.65,1,0
TXN001093,49,1004,13.03,17,Friday,grocery,bill_payment,mobile_app,0,1,1,0,5,16.57,0.7864,19.89,0,0
TXN001094,41,109,84.95,17,Wednesday,grocery,transfer,pos,0,1,0,0,4,41.16,2.0638,23.86,1,0
TXN001095,30,2803,25.93,1,Monday,grocery,cash_withdrawal,mobile_app,0,1,1,0,8,37.6,0.6895,23.26,0,1
TXN001096,55,660,51.38,3,Thursday,grocery,purchase,web,0,1,1,0,5,55.89,0.9192,4.51,1,0
TXN001097,60,1445,281.45,1,Monday,restaurant,purchase,mobile_app,0,1,1,0,6,103.77,2.7122,28.35,0,0
TXN001098,45,617,21.6,0,Thursday,digital_goods,transfer,atm,0,1,1,0,7,16.33,1.3227,3.52,1,0
TXN001099,52,992,35.27,20,Saturday,travel,purchase,pos,0,1,1,1,4,64.09,0.5503,8.04,1,0
TXN001100,55,726,95.31,4,Friday,restaurant,purchase,web,0,1,1,1,6,89.36,1.0665,27.73,0,0
TXN001101,54,833,19.49,0,Thursday,fuel,purchase,mobile_app,0,1,1,0,4,37.18,0.5242,20.83,0,0
TXN001102,47,1743,49.59,22,Sunday,electronics,cash_withdrawal,pos,0,1,0,0,4,38.51,1.2876,14.22,1,0
TXN001103,47,2295,79.23,6,Monday,restaurant,purchase,mobile_app,1,0,1,1,6,57.47,1.3786,91.07,0,0
TXN001104,46,2183,19.37,19,Sunday,travel,purchase,web,0,0,1,0,7,54.5,0.3555,25.23,0,0
TXN001105,25,4665,69.78,23,Saturday,travel,purchase,atm,0,1,1,0,6,64.67,1.0791,30.07,1,0
TXN001106,48,461,55.67,12,Wednesday,travel,purchase,mobile_app,1,1,0,1,5,63.7,0.874,112.86,0,0
TXN001107,21,1059,29.52,22,Tuesday,grocery,purchase,atm,0,1,1,0,13,20.97,1.408,84.74,1,0
TXN001108,29,470,150.14,23,Tuesday,digital_goods,transfer,atm,1,1,1,1,4,86.75,1.7308,7.57,1,0
TXN001109,56,1697,132.14,3,Sunday,healthcare,bill_payment,mobile_app,0,1,1,1,5,98.5,1.3415,24.61,0,0
TXN001110,50,360,37.18,3,Tuesday,digital_goods,purchase,mobile_app,0,1,1,1,6,48.62,0.7647,5.99,0,0
TXN001111,58,1763,27.01,8,Sunday,grocery,purchase,web,0,1,1,0,11,14.5,1.8626,30.04,0,0
TXN001112,35,928,19.86,13,Thursday,fashion,purchase,pos,0,1,1,0,5,39.15,0.5073,15.45,1,0
TXN001113,24,757,17.98,18,Thursday,fuel,purchase,web,0,1,1,0,8,48.91,0.3676,8.97,0,1
TXN001114,36,821,2.0,4,Friday,grocery,transfer,web,0,1,0,0,4,18.65,0.1072,32.48,0,0
TXN001115,40,307,29.67,4,Tuesday,healthcare,cash_withdrawal,mobile_app,0,0,1,0,6,32.81,0.9044,24.94,0,0
TXN001116,40,330,8.12,7,Thursday,fashion,purchase,mobile_app,0,1,1,0,5,15.41,0.5265,15.75,0,0
TXN001117,54,940,83.4,6,Sunday,grocery,transfer,mobile_app,0,1,1,0,5,65.84,1.2667,2.22,0,0
TXN001118,34,935,11.03,22,Tuesday,healthcare,purchase,mobile_app,1,0,1,0,5,47.92,0.2301,83.33,0,0
TXN001119,44,487,7.76,9,Sunday,grocery,purchase,mobile_app,0,1,1,1,4,13.0,0.5969,11.98,0,0
TXN001120,26,655,73.09,20,Sunday,restaurant,bill_payment,mobile_app,0,1,1,0,4,54.77,1.3346,77.97,0,0
TXN001121,45,1120,18.5,1,Monday,grocery,purchase,web,0,1,1,1,8,40.83,0.4532,52.35,0,1
TXN001122,39,422,78.77,2,Thursday,grocery,purchase,web,0,1,1,0,6,61.67,1.2772,17.93,0,0
TXN001123,29,153,20.43,19,Tuesday,healthcare,transfer,mobile_app,1,0,1,1,6,32.08,0.637,75.36,0,0
TXN001124,36,2057,22.18,5,Friday,fuel,purchase,web,0,1,1,2,10,23.88,0.929,1.06,0,0
TXN001125,37,986,35.64,1,Sunday,electronics,purchase,mobile_app,0,1,1,1,4,24.41,1.4601,17.37,0,0
TXN001126,35,558,54.52,14,Sunday,fashion,purchase,mobile_app,0,1,1,0,7,28.86,1.8889,52.55,0,0
TXN001127,62,469,43.82,3,Sunday,digital_goods,purchase,pos,0,1,1,0,3,43.1,1.0167,33.88,1,0
TXN001128,38,418,25.04,1,Tuesday,digital_goods,purchase,web,0,1,1,0,5,47.3,0.5294,44.21,0,0
TXN001129,36,1693,25.35,9,Thursday,healthcare,purchase,mobile_app,1,0,1,0,5,37.07,0.684,146.84,0,0
TXN001130,18,263,47.17,13,Tuesday,digital_goods,purchase,mobile_app,0,1,1,0,6,31.35,1.5047,7.46,0,0
TXN001131,27,1057,15.05,12,Sunday,fuel,purchase,atm,0,1,1,0,8,33.02,0.456,9.92,1,0
TXN001132,36,1056,216.45,14,Tuesday,travel,cash_withdrawal,mobile_app,0,1,1,0,5,258.67,0.8368,8.82,0,0
TXN001133,30,1342,17.59,0,Tuesday,healthcare,transfer,pos,0,1,1,0,4,24.41,0.7205,13.73,1,0
TXN001134,57,600,25.12,6,Monday,grocery,cash_withdrawal,web,0,1,0,2,4,28.45,0.883,35.03,0,0
TXN001135,37,1947,209.54,8,Tuesday,grocery,cash_withdrawal,mobile_app,0,1,1,0,5,455.58,0.4599,8.25,0,0
TXN001136,56,1368,14.44,7,Tuesday,restaurant,transfer,web,0,1,1,0,3,57.58,0.2507,34.64,0,0
TXN001137,40,584,21.79,13,Monday,electronics,purchase,atm,0,1,1,0,3,15.74,1.3839,19.41,1,0
TXN001138,39,451,148.55,5,Saturday,fuel,purchase,web,0,1,1,0,7,78.0,1.9044,107.42,0,0
TXN001139,38,728,5.78,15,Saturday,digital_goods,purchase,pos,0,1,1,1,6,22.08,0.2617,4.23,1,0
TXN001140,39,570,101.51,22,Tuesday,restaurant,purchase,pos,0,1,0,2,6,81.82,1.2406,15.83,1,0
TXN001141,61,393,75.79,15,Saturday,restaurant,bill_payment,mobile_app,0,1,1,1,7,36.53,2.0749,18.85,0,0
TXN001142,18,847,45.26,9,Thursday,restaurant,purchase,mobile_app,0,1,1,1,5,30.98,1.4609,44.41,0,0
TXN001143,18,658,95.45,10,Saturday,fashion,transfer,mobile_app,0,1,1,0,7,135.45,0.7047,38.63,0,0
TXN001144,32,2246,30.83,14,Wednesday,grocery,purchase,web,0,1,0,0,4,63.93,0.4822,6.35,0,0
TXN001145,39,569,86.39,17,Friday,grocery,purchase,web,0,1,1,0,5,85.67,1.0083,2.92,0,1
TXN001146,48,448,66.13,7,Wednesday,fuel,purchase,mobile_app,1,0,0,1,5,58.16,1.137,190.41,1,1
TXN001147,45,808,31.47,0,Tuesday,restaurant,purchase,pos,1,0,1,0,6,30.88,1.0192,78.13,1,0
TXN001148,34,965,55.17,16,Friday,restaurant,purchase,mobile_app,0,1,0,1,6,66.03,0.8355,15.89,0,0
TXN001149,52,1016,44.31,15,Saturday,travel,cash_withdrawal,pos,0,1,1,0,6,101.56,0.4363,21.52,1,0
TXN001150,52,1010,60.42,2,Saturday,grocery,purchase,pos,0,1,0,0,4,46.85,1.2896,4.44,1,0
TXN001151,41,828,207.72,15,Wednesday,fuel,transfer,mobile_app,0,1,0,1,5,155.58,1.3351,28.04,0,0
TXN001152,52,785,86.22,1,Thursday,restaurant,transfer,mobile_app,0,1,0,0,7,78.44,1.0992,25.01,0,0
TXN001153,43,1219,51.04,15,Saturday,restaurant,purchase,mobile_app,0,1,0,0,5,49.53,1.0304,14.68,0,0
TXN001154,32,364,162.41,17,Monday,digital_goods,bill_payment,pos,0,0,1,1,1,50.96,3.1869,54.93,1,0
TXN001155,48,451,28.48,0,Monday,fashion,purchase,mobile_app,1,1,1,0,9,46.94,0.6068,68.01,0,0
TXN001156,40,205,41.34,17,Wednesday,electronics,purchase,pos,1,0,1,0,4,17.27,2.3932,141.56,1,0
TXN001157,39,369,22.35,2,Tuesday,fuel,purchase,web,0,1,1,0,5,39.85,0.5607,32.01,0,1
TXN001158,58,1586,105.39,6,Wednesday,grocery,purchase,web,1,1,1,0,10,49.86,2.1137,231.41,0,1
TXN001159,18,1185,72.85,16,Monday,grocery,purchase,pos,0,1,1,1,7,31.51,2.3118,9.25,1,0
TXN001160,21,2437,41.77,8,Friday,fashion,purchase,web,0,1,1,2,8,54.22,0.7703,32.36,0,0
TXN001161,24,2077,135.81,23,Friday,grocery,transfer,pos,0,0,1,0,5,43.18,3.1453,35.17,1,1
TXN001162,34,1191,98.96,22,Saturday,electronics,purchase,web,0,1,0,0,8,74.22,1.3334,9.69,0,0
TXN001163,36,895,34.67,23,Friday,digital_goods,transfer,mobile_app,0,1,1,0,4,68.54,0.5058,10.72,0,0
TXN001164,19,819,34.85,2,Wednesday,fashion,purchase,mobile_app,0,1,1,0,7,47.96,0.7266,7.51,0,0
TXN001165,26,101,34.16,4,Sunday,healthcare,purchase,mobile_app,0,1,0,0,6,15.89,2.1503,33.09,0,0
TXN001166,28,755,285.41,4,Saturday,digital_goods,purchase,atm,1,1,1,1,9,154.37,1.8489,97.46,1,0
TXN001167,71,516,17.05,14,Thursday,electronics,purchase,mobile_app,0,1,1,0,9,38.39,0.4441,53.41,0,0
TXN001168,62,383,34.52,10,Tuesday,fuel,purchase,web,0,1,1,2,8,40.12,0.8605,13.73,0,1
TXN001169,34,1066,36.6,17,Friday,travel,transfer,mobile_app,0,1,1,0,4,33.23,1.1013,21.79,0,0
TXN001170,34,691,19.74,6,Friday,fashion,purchase,atm,0,1,1,1,4,29.91,0.66,26.34,1,0
TXN001171,24,856,671.38,4,Friday,travel,purchase,pos,0,1,1,0,5,129.25,5.1946,53.58,1,0
TXN001172,18,337,129.83,15,Saturday,grocery,transfer,atm,0,1,1,0,10,115.35,1.1255,73.88,1,0
TXN001173,37,1407,53.27,14,Sunday,grocery,cash_withdrawal,pos,0,1,0,0,6,58.55,0.9098,29.38,1,0
TXN001174,26,567,88.24,16,Sunday,fashion,bill_payment,mobile_app,1,1,0,0,5,39.35,2.2421,187.06,0,0
TXN001175,38,1028,48.56,7,Friday,grocery,purchase,mobile_app,0,1,1,1,10,66.4,0.7313,9.28,0,0
TXN001176,18,604,88.1,12,Sunday,fuel,cash_withdrawal,web,0,1,0,0,8,44.84,1.9647,68.65,0,0
TXN001177,29,81,10.62,22,Sunday,digital_goods,purchase,mobile_app,0,1,1,0,6,37.08,0.2863,40.27,0,0
TXN001178,41,1095,37.22,14,Monday,fashion,cash_withdrawal,atm,1,0,1,0,3,54.24,0.6862,159.55,1,0
TXN001179,44,724,62.66,22,Friday,restaurant,purchase,pos,0,1,1,0,6,30.95,2.0245,23.05,1,0
TXN001180,44,191,150.23,10,Tuesday,electronics,purchase,mobile_app,1,0,1,1,4,50.99,2.9463,167.98,0,1
TXN001181,22,303,26.85,1,Wednesday,healthcare,bill_payment,pos,0,1,1,1,9,49.26,0.5451,16.87,1,0
TXN001182,50,1434,32.9,18,Wednesday,restaurant,cash_withdrawal,mobile_app,0,1,0,0,7,65.64,0.5012,52.57,0,0
TXN001183,29,201,38.97,11,Thursday,restaurant,purchase,atm,0,1,1,0,5,27.23,1.4313,69.26,1,0
TXN001184,47,555,43.07,1,Monday,healthcare,purchase,mobile_app,0,1,1,1,7,70.9,0.6074,11.43,0,0
TXN001185,39,2573,17.36,3,Tuesday,electronics,cash_withdrawal,atm,0,1,1,0,3,22.14,0.784,5.43,1,0
TXN001186,21,1115,50.34,7,Monday,restaurant,purchase,mobile_app,0,1,1,0,7,28.16,1.7878,20.65,0,0
TXN001187,35,1306,18.68,4,Friday,grocery,purchase,pos,0,1,1,0,7,29.05,0.6429,9.21,1,0
TXN001188,44,647,4.54,16,Sunday,grocery,purchase,pos,0,1,1,0,5,19.65,0.2311,47.04,1,0
TXN001189,47,175,32.93,14,Sunday,travel,purchase,web,0,1,1,1,7,88.35,0.3728,19.56,0,0
TXN001190,37,914,20.28,7,Thursday,fashion,purchase,web,0,1,1,0,8,21.16,0.9581,17.62,0,0
TXN001191,59,322,6.39,2,Tuesday,travel,transfer,atm,0,1,1,1,6,25.71,0.2487,17.7,1,0
TXN001192,52,295,80.64,1,Saturday,fuel,purchase,web,0,1,0,0,6,104.99,0.768,16.07,0,0
TXN001193,36,842,9.84,22,Monday,digital_goods,transfer,web,0,1,1,0,4,28.2,0.3491,5.38,0,0
TXN001194,49,342,115.04,8,Sunday,digital_goods,transfer,web,1,1,0,0,9,37.13,3.098,47.98,0,1
TXN001195,64,774,92.78,2,Friday,grocery,purchase,pos,0,1,0,0,6,20.52,4.5218,39.78,1,0
TXN001196,64,463,34.39,17,Thursday,fashion,cash_withdrawal,web,0,1,1,0,8,77.46,0.444,8.02,0,0
TXN001197,23,755,89.52,20,Monday,grocery,purchase,mobile_app,0,1,1,0,3,78.23,1.1444,38.59,1,0
TXN001198,27,528,34.49,2,Monday,fashion,transfer,pos,0,1,1,0,3,72.39,0.4764,25.54,1,0
TXN001199,58,770,47.67,22,Thursday,travel,purchase,mobile_app,0,1,0,0,3,62.62,0.7613,52.79,0,1
TXN001200,25,1968,156.25,17,Wednesday,fashion,purchase,mobile_app,0,1,1,0,7,44.83,3.4851,23.28,1,0
TXN001201,22,1325,19.81,6,Saturday,electronics,purchase,pos,0,1,1,0,8,29.15,0.6798,10.68,1,0
TXN001202,33,709,18.31,18,Friday,fuel,transfer,mobile_app,0,1,1,0,6,23.65,0.7742,10.24,0,0
TXN001203,44,1769,51.94,10,Thursday,grocery,purchase,mobile_app,0,1,1,0,7,107.63,0.4826,3.58,0,0
TXN001204,38,1038,160.12,15,Tuesday,grocery,transfer,web,0,1,1,0,6,73.75,2.1711,11.53,0,0
TXN001205,31,1691,2.34,3,Thursday,fuel,purchase,pos,0,1,1,0,3,25.81,0.0908,18.92,1,0
TXN001206,30,223,30.26,5,Tuesday,travel,cash_withdrawal,mobile_app,0,1,1,1,4,43.76,0.6916,57.55,1,0
TXN001207,30,345,31.53,18,Friday,fashion,purchase,web,0,1,0,0,4,34.26,0.9203,39.97,0,0
TXN001208,28,907,11.15,19,Friday,fuel,purchase,mobile_app,0,1,1,0,8,18.87,0.591,17.03,0,0
TXN001209,69,696,85.6,0,Saturday,fuel,purchase,web,0,1,1,0,5,48.32,1.7714,8.54,0,0
TXN001210,43,771,71.26,5,Thursday,fashion,purchase,mobile_app,0,1,0,0,7,31.53,2.2602,33.89,0,0
TXN001211,51,1155,7.37,14,Tuesday,fashion,transfer,mobile_app,0,1,1,1,2,21.42,0.3442,12.45,0,0
TXN001212,33,913,62.95,21,Saturday,digital_goods,cash_withdrawal,pos,0,1,0,0,5,14.66,4.2944,8.7,1,0
TXN001213,37,1410,4.71,16,Friday,grocery,purchase,atm,0,1,1,0,8,13.79,0.3414,34.14,1,0
TXN001214,30,1385,78.29,16,Friday,fuel,purchase,pos,0,1,1,1,7,32.54,2.4056,9.96,1,0
TXN001215,18,359,42.38,9,Thursday,fashion,purchase,pos,0,1,1,0,10,39.99,1.0596,44.98,1,0
TXN001216,21,85,14.99,1,Sunday,electronics,cash_withdrawal,pos,0,1,1,0,6,22.64,0.6619,3.83,1,0
TXN001217,18,340,48.12,18,Tuesday,electronics,transfer,pos,1,0,0,1,2,67.93,0.7084,84.93,1,1
TXN001218,18,321,37.66,19,Wednesday,electronics,transfer,mobile_app,0,1,1,1,9,40.56,0.9286,9.3,0,0
TXN001219,23,814,71.19,10,Saturday,fuel,transfer,pos,0,1,1,0,3,64.42,1.1052,41.98,1,0
TXN001220,56,806,18.28,12,Monday,travel,purchase,web,0,1,1,0,3,37.27,0.4904,22.31,0,0
TXN001221,38,666,19.39,5,Saturday,fuel,purchase,mobile_app,0,1,1,1,3,24.13,0.8038,41.13,0,0
TXN001222,56,1065,25.21,10,Wednesday,fuel,transfer,mobile_app,0,1,1,0,9,46.16,0.5461,7.46,0,0
